loan_amnt,annual_inc,dti,int_rate,installment,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,term_60_months,grade_b,grade_c,grade_d,grade_e,grade_f,grade_g,home_ownership_mortgage,home_ownership_own,home_ownership_rent,verification_status_source_verified,verification_status_verified,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,gender_male,income_level_low,income_level_medium,loan_amount_level_medium,loan_amount_level_small
0.02288137550582915,-0.1390341900903208,0.3524132017479734,-1.3303103501919795,0.08517316270797425,-0.35418948698466474,0.4888949163375746,-0.7880909166023902,1.4162470485084402,-0.08817241224577971,0.42183934426922204,-0.5015853957531755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.5583003336414666,0.4500267035734388,-0.7209564109571431,0.4549293339060685,0.14220158085684168,0.9164454439020248,0.4888949163375746,-0.26347418217772206,-0.3358111558318982,-0.46385951592946173,-0.6557233996632461,-0.0074125920554656355,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.9224677224524058,-0.8351970644202186,0.8220124073064619,-0.618231696534792,-0.8740987763569307,-0.35418948698466474,-0.6513847719133283,-0.7880909166023902,-0.3358111558318982,1.4047780966369037,0.7394791083388678,-0.913396065501267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-0.08308695995851577,-0.8443275082720069,0.7095986978677505,0.05551977746379328,-0.44430487363228927,-0.35418948698466474,-0.6513847719133283,0.6108870418633914,-0.3358111558318982,0.13372641588356418,-0.7602630688507245,-0.33686112785393885,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.6960656196796964,0.664230664905715,0.00791957604869609,-0.07358230138623516,0.9266505921234951,2.187080374788714,-0.6513847719133283,-0.08860193736949937,-0.3358111558318982,0.3869181151262662,0.1484279017788944,-0.6663096636524121,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.1383375382884073,0.39058510430373217,-0.4254171425940789,2.478200975883856,1.1614304244079883,0.9164454439020248,1.6291746045884776,0.9606315314798368,-0.3358111558318982,-0.33048714111528693,-1.467916214119808,0.15731167584377098,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.03680197913762,-0.808421569253684,-0.463492753855578,-0.4326474581878763,-0.9923556785858999,-0.35418948698466474,-0.6513847719133283,-0.26347418217772206,-0.3358111558318982,-0.5030943019184859,-1.319148223353012,-1.0781203334005036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.8985144632901529,-0.5674421127548733,0.40952661864022194,0.6929612917858078,0.47886191150998786,0.9164454439020248,-0.6513847719133283,1.3103760210962823,-0.3358111558318982,-0.07859031929796521,0.8641225600623993,0.8162087474407175,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.37868284309589895,-1.6920129097493235,4.310463648598091,-0.2147877001284535,-0.7083695692905255,-0.35418948698466474,-0.6513847719133283,-1.3127076510270583,-0.3358111558318982,-0.7132960706385608,-1.6649332829731325,-1.6546552710478317,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.31175547332894427,-0.8887480547532877,-0.22053409152029826,-0.31564869923003813,-0.16070409148656914,-0.35418948698466474,-0.6513847719133283,-0.4383464269859448,-0.3358111558318982,-0.2783467434533053,0.12832411924284087,-0.8310339315516487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
